ANO_APLICACAO;CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;IN_ITEM_ABAN;TX_MOTIVO_ABAN;NU_PARAM_A;NU_PARAM_B;NU_PARAM_C;TX_COR;CO_PROVA;TP_LINGUA;IN_ITEM_ADAPTADO;TP_VERSAO_DIGITAL;TP_APLICACAO;REF_ARQUIVO_PDF;DESC_ENUNCIADO;DESC_ALTER_A;DESC_ALTER_B;DESC_ALTER_C;DESC_ALTER_D;DESC_ALTER_E;IN_ITEM_IMAGEM
2018;173;MT;61172;C;26;0;;1.88752;2.03259;0.09961;Amarela;460;;0;;REGULAR;ENEM_2018_P1_CAD_05_DIA_2_AMARELO.pdf;O salto ornamental é um esporte em que cada competidor realiza seis saltos. A nota em cada salto é calculada pela soma das notas dos juízes, multiplicada pela nota de partida (o grau de dificuldade de cada salto). Fica em primeiro lugar o atleta que obtiver a maior soma das seis notas recebidas. O atleta 10 irá realizar o último salto da final. Ele observa no Quadro 1, antes de executar o salto, o recorte do quadro parcial de notas com a sua classificação e a dos três primeiros lugares até aquele momento. Quadro 1 Classificação Atleta $6^{o}$ Salto Total $\frac{1}{2}^{\frac{o}{o}} \frac{3}{4}\frac{135,0}{140,0}\frac{829,0}{825,2}$ 140,4 $\frac{3}{6}^{\frac{o}{o}} \frac{8}{10} \frac{824,2}{687,5}$ Ele precisa decidir com seu treinador qual salto deverá realizar. Os dados dos possíveis tipos de salto estão no Quadro 2. Quadro 2 Tipo Nota Estimativa da Probabilidade de de soma das notas de obter a salto partida dos juízes nota $\frac{T1}{T2}\frac{2,2}{2,4} \frac{89,76%}{93,74%}$ $\frac{T3}{T4}\frac{2,6}{2,8} \frac{91,88%}{95,38%}$ T5 3,0 53 87,34% O atleta optará pelo salto com a maior probabilidade de obter a nota estimada, de maneira que lhe permita alcançar o primeiro lugar. Considerando essas condições, o salto que o atleta deverá escolher é o de tipo;T1.;T2.;T3.;T4.;T5.;0
2018;176;MT;26992;C;11;0;;2.76044;1.25047;0.16759;Amarela;499;;0;;REAPLICACAO_PPL;ENEM_2018_P2_CAD_05_DIA_2_AMARELO.pdf;Um vaso decorativo quebrou e os donos vão encomendar outro para ser pintado com as mesmas características. Eles enviam uma foto do vaso na escala 1 : 5 (em relação ao objeto original) para um artista. Para ver melhor os detalhes do vaso o artista solicita uma cópia impressa da foto com dimensões triplicadas em relação js dimensões da foto original. Na cópia impressa, o vaso quebrado tem uma altura de 30 centímetros. Qual é a altura real, em centímetros, do vaso quebrado”;2;18;50;60;90;0
2018;176;MT;111718;E;29;0;;0.24681;3.47775;0.02647;Amarela;460;;0;;REGULAR;ENEM_2018_P1_CAD_05_DIA_2_AMARELO.pdf;"Para ganhar um prêmio, uma pessoa deverá retirar, sucessivamente e sem reposição, duas bolas pretas de uma mesma urna. Inicialmente, as quantidades e cores das bolas são como descritas a seguir: \bullet Urna A – Possui três bolas brancas, duas bolas pretas e uma bola verde; \bullet Urna B – Possui seis bolas brancas, três bolas pretas e uma bola verde; \bullet Urna C – Possui duas bolas pretas e duas bolas verdes; \bullet Urna D – Possui três bolas brancas e três bolas pretas. A pessoa deve escolher uma entre as cinco opções apresentadas: \bullet Opção 1 \pm Retirar, aleatoriamente, duas bolas da urna A; \bullet Opção 2 \pm Retirar, aleatoriamente, duas bolas da urna B; \bullet Opção 3 \pm Passar, aleatoriamente, uma bola da urna C para a urna A; após isso, retirar, aleatoriamente, duas bolas da urna A; \bullet Opção 4 \pm Passar, aleatoriamente, uma bola da urna D para a urna C; após isso, retirar, aleatoriamente, duas bolas da urna C; \bullet Opção 5 \pm Passar, aleatoriamente, uma bola da urna C para a urna D; após isso, retirar, aleatoriamente, duas bolas da urna D. Com o objetivo de obter a maior probabilidade possível de ganhar o prêmio, a pessoa deve escolher a opção";1.;2.;3.;4.;5.;0
2018;177;MT;111554;B;23;0;;2.77807;3.31893;0.28666;Amarela;460;;0;;REGULAR;ENEM_2018_P1_CAD_05_DIA_2_AMARELO.pdf;A Ecofont possui design baseado na velha fonte Vera Sans. Porém, ela tem um diferencial: pequenos buraquinhos circulares congruentes, e em todo o seu corpo, presentes em cada símbolo. Esses furos proporcionam um gasto de tinta menor na hora da impressão. Suponha que a palavra ECO esteja escrita nessa fonte, com tamanho 192, e que seja composta por letras formadas por quadrados de lados x com furos circulares de raio r =^{$\frac{x}{3}$}. Para que a área a ser pintada seja reduzida a ^{$\frac{1}{16}$} da área inicial, pretende-se reduzir o tamanho da fonte. Sabe-se que, ao alterar o tamanho da fonte, o tamanho da letra é alterado na mesma proporção. Nessas condições, o tamanho adequado da fonte será;64.;48.;24.;21.;12.;0
2019;139;MT;24334;A;16;0;;1.1465;2.4161;0.24172;Amarela;555;;0;;REAPLICACAO_PPL;ENEM_2019_P2_CAD_05_DIA_2_AMARELO.pdf;A ingestão de sódio no Brasil, que já é normalmente alta, tende a atingir os mais elevados índices no inverno, quando cresce o consumo de alimentos calóricos e condimentados. Mas, o sal não é um vilão, ele pode e deve ser consumido diariamente, salvo algumas restrições. Para uma pessoa saudável, o consumo máximo de sal de cozinha (cloreto de sódio) não deve ultrapassar 6 g diárias ou 2,4 g de sódio, considerando que o sal de cozinha é composto por 40% de sódio e 60% de cloro. Disponível em: http://depoisdos25.com. Acesso em: 31 jul. 2012 (adaptado). Considere uma pessoa saudável que, no decorrer de 30 dias, consuma 450 g de sal de cozinha. O seu consumo médio diário excede ao consumo máximo recomendado diariamente em;150%;250%;275%;525%;625%;0
2019;141;MT;96736;C;17;0;;2.28426;1.83963;0.28279;Amarela;555;;0;;REAPLICACAO_PPL;ENEM_2019_P2_CAD_05_DIA_2_AMARELO.pdf;Um gerente decidiu fazer um estudo financeiro da empresa onde trabalha analisando as receitas anuais dos três últimos anos. Tais receitas são apresentadas no quadro. Ano Receita (bilhão de reais) 2,2 $\frac{I}{II}$ 4,2 III 7,4 Estes dados serão utilizados para projetar a receita mínima esperada para o ano atual (ano IV), pois a receita esperada para o ano IV é obtida em função das variações das receitas anuais anteriores, utilizando a seguinte regra: a variação do ano IV para o ano III será igual à variação do ano III para o II adicionada à média aritmética entre essa variação e a variação do ano II para o I. O valor da receita mínima esperada, em bilhão de reais, será de;10,0.;12,0.;13,2.;16,8.;20,6.;0
2019;141;MT;111608;E;5;0;;2.47366;1.61606;0.04665;Amarela;516;;0;;REGULAR;ENEM_2019_P1_CAD_05_DIA_2_AMARELO.pdf;Uma pessoa, que perdeu um objeto pessoal quando visitou uma cidade, pretende divulgar nos meios de comunicação informações a respeito da perda desse objeto e de seu contato para eventual devolução. No entanto, ela lembra que, de acordo com o Art. 1 234 do Código Civil, poderá ter que pagar pelas despesas do transporte desse objeto até sua cidade e poderá ter que recompensar a pessoa que lhe restituir o objeto em, pelo menos, 5% do valor do objeto. Ela sabe que o custo com transporte será de um quinto do valor atual do objeto e, como ela tem muito interesse em reavê-lo, pretende ofertar o maior percentual possível de recompensa, desde que o gasto total com as despesas não ultrapasse o valor atual do objeto. Nessas condições, o percentual sobre o valor do objeto, dado como recompensa, que ela deverá ofertar é igual a;20%;25%;40%;60%;80%;0
2019;143;MT;30574;B;18;0;;1.84956;3.07376;0.15515;Amarela;555;;0;;REAPLICACAO_PPL;ENEM_2019_P2_CAD_05_DIA_2_AMARELO.pdf;Um pintor cobra R$ 240,00 por dia de trabalho, que equivale a 8 horas de trabalho num dia. Quando é chamado para um serviço, esse pintor trabalha 8 horas por dia com exceção, talvez, do seu último dia nesse serviço. Nesse último dia, caso trabalhe até 4 horas, ele cobra metade do valor de um dia de trabalho. Caso trabalhe mais de 4 horas, cobra o valor correspondente a um dia de trabalho. Esse pintor gasta 8 horas para pintar uma vez uma área de 40 m^{2}. Um cliente deseja pintar as paredes de sua casa, com uma área total de 260 m^{2}. Ele quer que essa área seja pintada o maior número possível de vezes para que a qualidade da pintura seja a melhor possível. O orçamento desse cliente para a pintura é de R$ 4 600,00. Quantas vezes, no máximo, as paredes da casa poderão ser pintadas com o orçamento do cliente?;1;2;3;5;6;0
2019;143;MT;83994;A;4;0;;1.78432;1.1667;0.0455;Amarela;516;;0;;REGULAR;ENEM_2019_P1_CAD_05_DIA_2_AMARELO.pdf;Um casal planejou uma viagem e definiu como teto para o gasto diário um valor de até R$ 1 000,00. Antes de decidir o destino da viagem, fizeram uma pesquisa sobre a taxa de câmbio vigente para as moedas de cinco países que desejavam visitar e também sobre as estimativas de gasto diário em cada um, com o objetivo de escolher o destino que apresentasse o menor custo diário em real. O quadro mostra os resultados obtidos com a pesquisa realizada. País de destino Moeda local Taxa de câmbio Gasto diário França Euro (€) R$ 3,14 315,00 € EUA Dólar (US$) R$ 2,78 US$ 390,00 Austrália Dólar australiano (A$) R$ 2,14 A$ 400,00 Canadá Dólar canadense (C$) R$ 2,10 C$ 410,00 Reino Unido Libra esterlina (£) R$ 4,24 £ 290,00 Nessas condições, qual será o destino escolhido para a viagem?;Austrália.;Canadá.;EUA.;França.;Reino Unido.;0
2019;145;MT;117612;B;17;0;;1.94459;2.78766;0.16241;Amarela;516;;0;;REGULAR;ENEM_2019_P1_CAD_05_DIA_2_AMARELO.pdf;Em um jogo on-line, cada jogador procura subir de nível e aumentar sua experiência, que são dois parâmetros importantes no jogo, dos quais dependem as forças de defesa e de ataque do participante. A força de defesa de cada jogador é diretamente proporcional ao seu nível e ao quadrado de sua experiência, enquanto sua força de ataque é diretamente proporcional à sua experiência e ao quadrado do seu nível. Nenhum jogador sabe o nível ou a experiência dos demais. Os jogadores iniciam o jogo no nível 1 com experiência 1 e possuem força de ataque 2 e de defesa 1. Nesse jogo, cada participante se movimenta em uma cidade em busca de tesouros para aumentar sua experiência. Quando dois deles se encontram, um deles pode desafiar o outro para um confronto, sendo o desafiante considerado o atacante. Compara-se então a força de ataque do desafiante com a força de defesa do desafiado e vence o confronto aquele cuja força for maior. O vencedor do desafio aumenta seu nível em uma unidade. Caso haja empate no confronto, ambos os jogadores aumentam seus níveis em uma unidade. Durante um jogo, o jogador $J_{1}$, de nível 4 e experiência 5, irá atacar o jogador $J_{2}$, de nível 2 e experiência 6. O jogador $J_{1}$ venceu esse confronto porque a diferença entre sua força de ataque e a força de defesa de seu oponente era;112.;88.;60.;28.;24.;0
2019;149;MT;66929;C;5;0;;1.97729;1.94701;0.0927;Amarela;555;;0;;REAPLICACAO_PPL;ENEM_2019_P2_CAD_05_DIA_2_AMARELO.pdf;Para a compra de um repelente eletrônico, uma pessoa fez uma pesquisa nos mercados de seu bairro. Cada tipo de repelente pesquisado traz escrito no rótulo da embalagem as informações quanto à duração, em dia, associada à quantidade de horas de utilização por dia. Essas informações e o preço por unidade foram representados no quadro. Tipo Duração Horas por dia Preço em dia de utilização em real $\frac{I}{II}\frac{30}{32} \frac{12,00}{9,00}$ III 10 $\frac{40}{44} \frac{10,00}{11,00}$ $\frac{IV}{V}$ 48 8 12,00 A pessoa comprará aquele que apresentar o menor custo diário, quando ligado durante 8 horas por dia. Nessas condições, o repelente eletrônico que essa pessoa comprará é do tipo;I.;II.;III.;IV.;V.;0
2019;152;MT;30436;C;12;0;;1.64692;0.47926;0.18811;Amarela;516;;0;;REGULAR;ENEM_2019_P1_CAD_05_DIA_2_AMARELO.pdf;O rótulo da embalagem de um cosmético informa que a dissolução de seu conteúdo, de acordo com suas especificações, rende 2,7 litros desse produto pronto para o uso. Uma pessoa será submetida a um tratamento estético em que deverá tomar um banho de imersão com esse produto numa banheira com capacidade de 0,3 m^{3}. Para evitar o transbordamento, essa banheira será preenchida em 80% de sua capacidade. Para esse banho, o número mínimo de embalagens desse cosmético é;9.;12.;89.;112.;134.i;0
2019;153;MT;17472;D;21;0;;2.19254;2.98935;0.08592;Amarela;555;;0;;REAPLICACAO_PPL;ENEM_2019_P2_CAD_05_DIA_2_AMARELO.pdf;Um jardineiro cultiva plantas ornamentais e as coloca à venda quando estas atingem 30 centímetros de altura. Esse jardineiro estudou o crescimento de suas plantas, em função do tempo, e deduziu uma fórmula que calcula a altura em função do tempo, a partir do momento em que a planta brota do solo até o momento em que ela atinge sua altura máxima de 40 centímetros. A fórmula é h = 5·log_{2} (t + 1), em que t é o tempo contado em dia e h, a altura da planta em centímetro. A partir do momento em que uma dessas plantas é colocada à venda, em quanto tempo, em dia, ela alcançará sua altura máxima?;63;96;128;192;255;0
2019;154;MT;84409;B;23;0;;1.77601;1.53793;0.14814;Amarela;516;;0;;REGULAR;ENEM_2019_P1_CAD_05_DIA_2_AMARELO.pdf;Uma pessoa se interessou em adquirir um produto anunciado em uma loja. Negociou com o gerente e conseguiu comprá-lo a uma taxa de juros compostos de 1% ao mês. O primeiro pagamento será um mês após a aquisição do produto, e no valor de R$ 202,00. O segundo pagamento será efetuado um mês após o primeiro, e terá o valor de R$ 204,02. Para concretizar a compra, o gerente emitirá uma nota fiscal com o valor do produto à vista negociado com o cliente, correspondendo ao financiamento aprovado. O valor à vista, em real, que deverá constar na nota fiscal é de;398,02.;400,00.;401,94.;404,00.;406,02.;0
2019;156;MT;117607;B;16;0;;2.28084;1.24447;0.12125;Amarela;516;;0;;REGULAR;ENEM_2019_P1_CAD_05_DIA_2_AMARELO.pdf;"Para contratar três máquinas que farão o reparo de vias rurais de um município, a prefeitura elaborou um edital que, entre outras cláusulas, previa: \bullet Cada empresa interessada só pode cadastrar uma única máquina para concorrer ao edital; \bullet O total de recursos destinados para contratar o conjunto das três máquinas é de R$ 31 000,00; \bullet O valor a ser pago a cada empresa será inversamente proporcional à idade de uso da máquina cadastrada pela empresa para o presente edital. As três empresas vencedoras do edital cadastraram máquinas com 2, 3 e 5 anos de idade de uso. Quanto receberá a empresa que cadastrou a máquina com maior idade de uso?";R$ 3 100,00;R$ 6 000,00;R$ 6 200,00;R$ 15 000,00;R$ 15 500,00;0
2019;158;MT;30935;C;8;0;;2.03838;1.99807;0.22046;Amarela;555;;0;;REAPLICACAO_PPL;ENEM_2019_P2_CAD_05_DIA_2_AMARELO.pdf;Muitos restaurantes servem refrigerantes em copos contendo limão e gelo. Suponha um copo de formato cilíndrico, com as seguintes medidas: diâmetro = 6 cm e altura = 15 cm. Nesse copo, há três cubos de gelo, cujas arestas medem 2 cm cada, e duas rodelas cilíndricas de limão, com 4 cm de diâmetro e 0,5 cm de espessura cada. Considere que, ao colocar o refrigerante no copo, os cubos de gelo e os limões ficarão totalmente imersos. (Use 3 como aproximação para \pi). O volume máximo de refrigerante, em centímetro cúbico, que cabe nesse copo contendo as rodelas de limão e os cubos de gelo com suas dimensões inalteradas, é igual a;107.;234.;369.;391.;405.;0
2019;158;MT;84374;C;21;0;;1.7206;2.05336;0.18597;Amarela;516;;0;;REGULAR;ENEM_2019_P1_CAD_05_DIA_2_AMARELO.pdf;Charles Richter e Beno Gutenberg desenvolveram a escala Richter, que mede a magnitude de um terremoto. Essa escala pode variar de 0 a 10, com possibilidades de valores maiores. O quadro mostra a escala de magnitude local ($M_{s}$) de um terremoto que é utilizada para descrevê-lo. Magnitude local ($M_{s}$) Descrição (µm \cdot Hz) Pequeno 0 \le $M_{s}$ \le 3,9 Ligeiro 4,0 \le $M_{s}$ \le 4,9 Moderado 5,0 \le $M_{s}$ \le 5,9 Grande 6,0 \le $M_{s}$ \le 9,9 Extremo $M_{s}$ \ge 10,0 Para se calcular a magnitude local, usa-se a fórmula $M_{s }$= 3,30 + \log(A\cdotf ), em que A representa a amplitude máxima da onda registrada por um sismógrafo em micrômetro (µm) e f representa a frequência da onda, em hertz (Hz). Ocorreu um terremoto com amplitude máxima de 2 000 µm e frequência de 0,2 Hz. Disponível em: http://cejarj.cecierj.edu.br. Acesso em: 1 fev. 2015 (adaptado). Utilize 0,3 como aproximação para \log 2. De acordo com os dados fornecidos, o terremoto ocorrido pode ser descrito como;Pequeno.;Ligeiro.;Moderado.;Grande.;Extremo.;0
2019;160;MT;39708;C;3;0;;2.45518;2.61221;0.15911;Amarela;516;;0;;REGULAR;ENEM_2019_P1_CAD_05_DIA_2_AMARELO.pdf;Durante suas férias, oito amigos, dos quais dois são canhotos, decidem realizar um torneio de vôlei de praia. Eles precisam formar quatro duplas para a realização do torneio. Nenhuma dupla pode ser formada por dois jogadores canhotos. De quantas maneiras diferentes podem ser formadas essas quatro duplas?;69;70;90;104;105;0
2019;162;MT;117845;C;11;0;;3.1849;1.31578;0.14485;Amarela;516;;0;;REGULAR;ENEM_2019_P1_CAD_05_DIA_2_AMARELO.pdf;Comum em lançamentos de empreendimentos imobiliários, as maquetes de condomínios funcionam como uma ótima ferramenta de marketing para as construtoras, pois, além de encantar clientes, auxiliam de maneira significativa os corretores na negociação e venda de imóveis. Um condomínio está sendo lançado em um novo bairro de uma cidade. Na maquete projetada pela construtora, em escala de 1 : 200, existe um reservatório de água com capacidade de 45 cm^{3}. Quando todas as famílias estiverem residindo no condomínio, a estimativa é que, por dia, sejam consumidos 30 000 litros de água. Em uma eventual falta de água, o reservatório cheio será suficiente para abastecer o condomínio por quantos dias?;30;15;12;6;3;0
2019;166;MT;13303;B;27;0;;3.1073;1.87878;0.18717;Amarela;516;;0;;REGULAR;ENEM_2019_P1_CAD_05_DIA_2_AMARELO.pdf;Em uma fábrica de refrigerantes, é necessário que se faça periodicamente o controle no processo de engarrafamento para evitar que sejam envasadas garrafas fora da especificação do volume escrito no rótulo. Diariamente, durante 60 dias, foram anotadas as quantidades de garrafas fora dessas especificações. O resultado está apresentado no quadro. Quantidade de garrafas fora das Quantidade especificações por dia de dias 0 52 1 5 2 2 3 1 A média diária de garrafas fora das especificações no período considerado é;0,1.;0,2.;1,5.;2,0.;3,0.;0
2019;166;MT;81332;E;9;0;;2.66849;2.34035;0.0811;Amarela;555;;0;;REAPLICACAO_PPL;ENEM_2019_P2_CAD_05_DIA_2_AMARELO.pdf;Uma empresa de transporte disponibiliza, para embalagem de encomendas, caixas de papelão no formato de paralelepípedo retoretângulo, conforme dimensões no quadro. Modelo da caixa Comprimento (cm) Largura (cm) Altura (cm) 1 12 13 $\frac{12}{20}$ 2 23 25 3 25 25 $\frac{25}{25}$ 4 26 24 5 23 26 26 Para embalar uma encomenda, contendo um objeto esférico com 11 cm de raio, essa empresa adota como critério a utilização da caixa, dentre os modelos disponíveis, que comporte, quando fechada e sem deformá-la, a encomenda e que possua a menor área de superfície total. Desconsidere a espessura da caixa. Nessas condições, qual dos modelos apresentados deverá ser o escolhido pela empresa?;1;2;3;4;5;0
2019;168;MT;18002;C;4;0;;3.41848;1.95818;0.16938;Amarela;516;;0;;REGULAR;ENEM_2019_P1_CAD_05_DIA_2_AMARELO.pdf;O Índice de Desenvolvimento Humano (IDH) é uma medida usada para classificar os países pelo seu grau de desenvolvimento. Para seu cálculo, são levados em consideração a expectativa de vida ao nascer, tempo de escolaridade e renda per capita, entre outros. O menor valor deste índice é zero e o maior é um. Cinco países foram avaliados e obtiveram os seguintes índices de desenvolvimento humano: o primeiro país recebeu um valor X , o segundo $\sqrt{X}$ , o terceiro X^{3}, o quarto X^{2} e o último X^{3}. Nenhum desses países zerou ou atingiu o índice máximo. Qual desses países obteve o maior IDH?;O primeiro.;O segundo.;O terceiro.;O quarto.;O quinto.;0
2019;173;MT;8401;D;19;0;;2.25899;1.51757;0.09598;Amarela;516;;0;;REGULAR;ENEM_2019_P1_CAD_05_DIA_2_AMARELO.pdf;Uma empresa tem diversos funcionários. Um deles é o gerente, que recebe R$ 1 000,00 por semana. Os outros funcionários são diaristas. Cada um deles trabalha 2 dias por semana, recebendo R$ 80,00 por dia trabalhado. Chamando de X a quantidade total de funcionários da empresa, a quantia Y, em reais, que esta empresa gasta semanalmente para pagar seus funcionários é expressa por;Y = 80X + 920.;Y = 80X + 1 000.;Y = 80X + 1 080.;Y = 160X + 840.;Y = 160X + 1 000.;0
2019;176;MT;81787;B;14;0;;2.07003;1.2549;0.24397;Amarela;555;;0;;REAPLICACAO_PPL;ENEM_2019_P2_CAD_05_DIA_2_AMARELO.pdf;Para decorar sua casa, uma pessoa comprou um vaso de vidro em forma de um paralelepípedo retangular, cujas medidas internas são: 40 cm de comprimento, 35 cm de largura e 60 cm de altura. Em seguida, foi até uma floricultura e escolheu uma planta aquática para colocar nesse vaso. Segundo uma proposta do gerente do local, essa pessoa avaliou a possibilidade de enfeitar o vaso colocando uma certa quantidade de pedrinhas artificiais brancas, de volume igual a 100 cm^{3} cada uma delas, que ficarão totalmente imersas na água que será colocada no vaso. O gerente alertou que seria adequado, em função da planta escolhida, que metade do volume do vaso fosse preenchido com água e que, após as pedrinhas colocadas, a altura da água deveria ficar a 10 cm do topo do vaso, dando um razoável espaço para o crescimento da planta. A pessoa aceitou as sugestões apresentadas, adquirindo, além da planta, uma quantidade mínima de pedrinhas, satisfazendo as indicações do gerente. Nas condições apresentadas, a quantidade de pedrinhas compradas foi;140.;280.;350.;420.;700.;0
2019;176;MT;89634;E;28;0;;2.5937;1.91179;0.07742;Amarela;516;;0;;REGULAR;ENEM_2019_P1_CAD_05_DIA_2_AMARELO.pdf;Em um determinado ano, os computadores da receita federal de um país identificaram como inconsistentes 20% das declarações de imposto de renda que lhe foram encaminhadas. Uma declaração é classificada como inconsistente quando apresenta algum tipo de erro ou conflito nas informações prestadas. Essas declarações consideradas inconsistentes foram analisadas pelos auditores, que constataram que 25% delas eram fraudulentas. Constatou-se ainda que, dentre as declarações que não apresentaram inconsistências, 6,25% eram fraudulentas. Qual é a probabilidade de, nesse ano, a declaração de um contribuinte ser considerada inconsistente, dado que ela era fraudulenta?;0,05;0,1;0,1125;0,3125;0,5;0
2019;179;MT;84906;C;30;0;;2.83889;1.93199;0.25173;Amarela;555;;0;;REAPLICACAO_PPL;ENEM_2019_P2_CAD_05_DIA_2_AMARELO.pdf;Um país decide investir recursos na educação em suas cidades que tenham um alto nível de analfabetismo. Os recursos serão divididos de acordo com a idade média da população que é analfabeta, conforme apresentado no quadro. Idade média da população Recurso analfabeta (M) I M < 22 II 22 < M < 27 III 27 < M < 32 IV 32 < M < 37 V M > 37 Uma cidade desse país possui $\frac{60}{100}$ do total de analfabetos de sua população composto por mulheres. A média de idade das mulheres analfabetas é de 30 anos, e a média de idade dos homens analfabetos é de 35 anos. Considerando a média de idade da população analfabeta dessa cidade, ela receberá o recurso;I.;II.;III.;IV.;V.;0
2019;179;MT;117767;D;18;0;;0.1828;12.4166;0.11617;Amarela;516;;0;;REGULAR;ENEM_2019_P1_CAD_05_DIA_2_AMARELO.pdf;"Para construir uma piscina, cuja área total da superfície interna é igual a 40 m^{2}, uma construtora apresentou o seguinte orçamento: \bullet R$ 10 000,00 pela elaboração do projeto; \bullet R$ 40 000,00 pelos custos fixos; \bullet R$ 2 500,00 por metro quadrado para construção da área interna da piscina. Após a apresentação do orçamento, essa empresa decidiu reduzir o valor de elaboração do projeto em 50%, mas recalculou o valor do metro quadrado para a construção da área interna da piscina, concluindo haver a necessidade de aumentá-lo em 25%. Além disso, a construtora pretende dar um desconto nos custos fixos, de maneira que o novo valor do orçamento seja reduzido em 10% em relação ao total inicial. O percentual de desconto que a construtora deverá conceder nos custos fixos é de";23,3%;25,0%;50,0%;87,5%;100,0%;0
2020;144;MT;10660;C;18;0;;1.75839;2.40752;0.16633;AMARELA;588;;0;;REGULAR;ENEM_2020_P1_CAD_05_DIA_2_AMARELO.pdf;Um motociclista planeja realizar uma viagem cujo destino fica a 500 km de sua casa. Sua moto consome 5 litros de gasolina para cada 100 km rodados, e o tanque da moto tem capacidade para 22 litros. Pelo mapa, observou que no trajeto da viagem o último posto disponível para reabastecimento, chamado Estrela, fica a 80 km do seu destino. Ele pretende partir com o tanque da moto cheio e planeja fazer somente duas paradas para reabastecimento, uma na ida e outra na volta, ambas no posto Estrela. No reabastecimento para a viagem de ida, deve considerar também combustível suficiente para se deslocar por 200 km no seu destino. A quantidade mínima de combustível, em litro, que esse motociclista deve reabastecer no posto Estrela na viagem de ida, que seja suficiente para fazer o segundo reabastecimento, é;13.;14.;17.;18.;21.;0
2020;142;MT;25306;C;16;0;;0.9934;1.92553;0.15977;AMARELA;668;;0;;REAPLICACAO_PPL;ENEM_2020_P2_CAD_05_DIA_2_AMARELO.pdf;Após o término das inscrições de um concurso, cujo número de vagas é fixo, foi divulgado que a razão entre o número de candidatos e o número de vagas, nesta ordem, era igual a 300. Entretanto, as inscrições foram prorrogadas, inscrevendo-se mais 4 000 candidatos, fazendo com que a razão anteriormente referida passasse a ser igual a 400. Todos os candidatos inscritos fizeram a prova, e o total de candidatos aprovados foi igual à quantidade de vagas. Os demais candidatos foram reprovados. Nessas condições, quantos foram os candidatos reprovados?;11 960;11 970;15 960;15 970;19 960;0
2020;153;MT;29531;A;3;0;;1.73821;2.6803;0.13986;AMARELA;588;;0;;REGULAR;ENEM_2020_P1_CAD_05_DIA_2_AMARELO.pdf;Um hotel de 3 andares está sendo construído. Cada andar terá 100 quartos. Os quartos serão numerados de 100 a 399 e cada um terá seu número afixado à porta. Cada número será composto por peças individuais, cada uma simbolizando um único algarismo. Qual a quantidade mínima de peças, simbolizando o algarismo 2, necessárias para identificar o número de todos os quartos?;160;157;130;120;60;0
2020;154;MT;32245;E;16;0;;2.72699;0.65391;0.12036;AMARELA;668;;0;;REAPLICACAO_PPL;ENEM_2020_P2_CAD_05_DIA_2_AMARELO.pdf;Um banho propicia ao indivíduo um momento de conforto e reenergização. Porém, o desperdício de água gera prejuízo para todos. Considere que cada uma das cinco pessoas de uma família toma dois banhos por dia, de 15 minutos cada. Sabe-se que a cada hora de banho são gastos aproximadamente 540 litros de água. Considerando que um mês tem 30 dias, podemos perceber que o consumo de água é bem significativo. A quantidade total de litros de água consumida, nos banhos dessa família, durante um mês, é mais próxima de;1 350.;2 700.;20 250.;20 520.;40 500.;0
2020;165;MT;37286;B;12;0;;3.25442;1.5772;0.1355;AMARELA;588;;0;;REGULAR;ENEM_2020_P1_CAD_05_DIA_2_AMARELO.pdf;Uma torneira está gotejando água em um balde com capacidade de 18 litros. No instante atual, o balde se encontra com ocupação de 50% de sua capacidade. A cada segundo caem 5 gotas de água da torneira, e uma gota é formada, em média, por 5 \times 10^{−2 }mL de água. Quanto tempo, em hora, será necessário para encher completamente o balde, partindo do instante atual?;$2 \times 10^{1}$;$1 \times 10^{1 }$;$2 \times 10^{−2 }$;$1 \times 10^{−2 }$;$1 \times 10^{−3}$;0
2020;146;MT;49782;C;17;0;;1.08432;0.84339;0.01494;AMARELA;588;;0;;REGULAR;ENEM_2020_P1_CAD_05_DIA_2_AMARELO.pdf;"Para chegar à universidade, um estudante utiliza um metrô e, depois, tem duas opções: \bullet seguir num ônibus, percorrendo 2,0 km; \bullet alugar uma bicicleta, ao lado da estação do metrô, seguindo 3,0 km pela ciclovia. O quadro fornece as velocidades médias do ônibus e da bicicleta, em km/h, no trajeto metrô−universidade. Velocidade média Dia da semana Ônibus (km/h) Bicicleta (km/h) Segunda-feira 9 15 Terça-feira 20 22 Quarta-feira 15 24 Quinta-feira 12 15 Sexta-feira 10 18 Sábado 30 16 A fim de poupar tempo no deslocamento para a universidade, em quais dias o aluno deve seguir pela ciclovia?";Às segundas, quintas e sextas-feiras.;Às terças e quintas-feiras e aos sábados.;Às segundas, quartas e sextas-feiras.;Às terças, quartas e sextas-feiras.;Às terças e quartas-feiras e aos sábados.;0
